0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+01,7.000000000000000000e+01,7.000000000000000000e+01
1.800000000000000000e+02,1.300000000000000000e+02,7.000000000000000000e+01
3.500000000000000000e+01,1.420000000000000000e+02,1.070000000000000000e+02
1.530000000000000000e+02,1.530000000000000000e+02,1.530000000000000000e+02
0.000000000000000000e+00,2.200000000000000000e+02,2.200000000000000000e+02
3.000000000000000000e+01,1.700000000000000000e+02,2.500000000000000000e+02
1.000000000000000000e+02,6.000000000000000000e+01,0.000000000000000000e+00
1.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,2.000000000000000000e+01,2.200000000000000000e+02
1.280000000000000000e+02,6.400000000000000000e+01,1.280000000000000000e+02
2.320000000000000000e+02,3.500000000000000000e+01,2.440000000000000000e+02
1.520000000000000000e+02,2.510000000000000000e+02,1.520000000000000000e+02
0.000000000000000000e+00,7.400000000000000000e+01,1.110000000000000000e+02
3.200000000000000000e+01,1.100000000000000000e+01,1.190000000000000000e+02
8.100000000000000000e+01,0.000000000000000000e+00,8.100000000000000000e+01
1.560000000000000000e+02,1.020000000000000000e+02,1.020000000000000000e+02
1.530000000000000000e+02,1.530000000000000000e+02,1.900000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.550000000000000000e+02
2.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,1.000000000000000000e+02,1.500000000000000000e+02
1.600000000000000000e+02,1.700000000000000000e+02,2.500000000000000000e+02
7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+02,1.650000000000000000e+02,1.800000000000000000e+02
1.400000000000000000e+02,1.500000000000000000e+02,2.300000000000000000e+02
9.000000000000000000e+01,1.200000000000000000e+02,1.500000000000000000e+02
